Feedback,Ratings,clean_text,dominant_topic,theme_label,predicted_rating,residual,dominant_contributor_topic,dominant_contributor_theme,most_positive_theme,most_negative_theme,topic_prob_1,topic_prob_2,topic_prob_3,topic_prob_4,topic_prob_5,contrib_1,contrib_2,contrib_3,contrib_4,contrib_5,topic_present_1,topic_present_2,topic_present_3,topic_present_4,topic_present_5,review_theme_for_action,theme_risk_score,theme_priority_rank,effort_estimate,recommendation,kpi_pack,quick_wins,high_effort_fixes,kpi_urgency_score
I got a positive vibes while leaving the hospital they provided get well soon card for me Excellent service treatment.,4.0,got positive vibe leaving hospital provided get well soon card excellent service treatment,4,Consultation & Positive Patient Experience,3.7772506251807143,0.2227493748192857,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Emergency Service Failures,0.025414523801128984,0.025388664058955516,0.3827279206985864,0.5413925051426474,0.025076386298681846,-0.000573427911695823,0.00033799165776861925,-0.001977642637590699,0.01092783101406216,-0.0002144036731637576,0,0,1,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],3.2
If you have enough money then you can choose this hospital There is no limit on looting patients here.,3.0,enough money choose hospital limit looting patient,5,Wait Time & Operational Efficiency,3.3193182224300317,-0.3193182224300317,5,Wait Time & Operational Efficiency,Consultation & Positive Patient Experience,Wait Time & Operational Efficiency,0.052100897530752664,0.050739648093698776,0.05103453958682021,0.05099856032707397,0.7951263544616544,-0.0011755525738873134,0.0006754816926941189,-0.00026370712983908736,0.0010293892950510634,-0.00679834841413525,0,0,0,0,1,Wait Time & Operational Efficiency,0.00080939824976496,4,High Effort,Optimize appointment scheduling and triage workflow; add capacity buffers during peak hours.,"[{""kpi"": ""Avg waiting time (minutes)"", ""target"": ""< 15""}, {""kpi"": ""On-time appointment rate (%)"", ""target"": ""> 85%""}, {""kpi"": ""Patients leaving without being seen (%)"", ""target"": ""< 2%""}]",[],[],2.5999999999999996
For hospitization below is feedback Senior Doctors are good Jr Doctors are not sharing or responding for any queries,3.0,hospitization feedback senior doctor good doctor sharing responding query,2,Overall Service & Facility Cleanliness,3.3401578878739278,-0.34015788787392776,2,Overall Service & Facility Cleanliness,Overall Service & Facility Cleanliness,Emergency Service Failures,0.0337519559479205,0.5694664892630514,0.32930649331325734,0.034042356459997904,0.033432705015772855,-0.0007615453968885969,0.007581136301726809,-0.0017016019129805272,0.0006871338542400149,-0.00028585038824190063,0,1,1,0,0,Overall Service & Facility Cleanliness,0.0018635202856314432,3,Quick Win,Strengthen housekeeping SLA and hourly rounding; implement rapid-response cleaning for high-traffic areas.,"[{""kpi"": ""Cleanliness complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Room turnaround time (minutes)"", ""target"": ""< 30""}, {""kpi"": ""Hygiene audit score (%)"", ""target"": ""> 95%""}]",[],[],3.0
Nurse station support is very poor we have to follow up for everything.,2.0,nurse station support poor follow everything,4,Consultation & Positive Patient Experience,3.225213688939607,-1.2252136889396068,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Wait Time & Operational Efficiency,0.033619659671996566,0.03383477689063582,0.033404915645362694,0.6498378688274957,0.24930277896450911,-0.0007585603959567744,0.00045043222065335557,-0.00017261083373485347,0.013116765285130966,-0.0021315444300175268,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],4.4
They just say wait  doctor will come or test will start no proper data they have.,1.0,say wait doctor come test start proper data,3,Emergency Service Failures,2.565629645029938,-1.5656296450299378,3,Emergency Service Failures,Consultation & Positive Patient Experience,Emergency Service Failures,0.02546916176207867,0.025630554424103436,0.8987166128542727,0.02511815308613618,0.02506551787340905,-0.000574660708032747,0.0003412118715350763,-0.004643874137657779,0.0005070017218622515,-0.00021431074788049557,0,0,1,0,0,Emergency Service Failures,0.00034844655663559827,5,High Effort,Improve ER staffing and triage; standardize escalation protocols; implement real-time queue visibility.,"[{""kpi"": ""Door-to-provider time (minutes)"", ""target"": ""< 20""}, {""kpi"": ""ER complaint rate per 100 visits"", ""target"": ""< 3""}, {""kpi"": ""Escalations resolved within SLA (%)"", ""target"": ""> 90%""}]",[],[],3.4
Fantastic treatment doctor nagamalesh sir removed two blocks successfully and he made me very comfortable procedure time awesome support.,4.0,fantastic treatment doctor nagamalesh sir removed two block successfully made comfortable procedure time awesome support,2,Overall Service & Facility Cleanliness,3.7257269512191113,0.27427304878088865,2,Overall Service & Facility Cleanliness,Overall Service & Facility Cleanliness,Clinical Care & Treatment Quality,0.022510278885825734,0.9098233892725072,0.022849682421956397,0.022529022348757796,0.022287627070952738,-0.0005078994323952754,0.012112205467085515,-0.000118069531301991,0.0004547409629809843,-0.00019055971834217015,0,1,0,0,0,Overall Service & Facility Cleanliness,0.0018635202856314432,3,Quick Win,Strengthen housekeeping SLA and hourly rounding; implement rapid-response cleaning for high-traffic areas.,"[{""kpi"": ""Cleanliness complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Room turnaround time (minutes)"", ""target"": ""< 30""}, {""kpi"": ""Hygiene audit score (%)"", ""target"": ""> 95%""}]",[],[],2.4000000000000004
Dr somshekar is the best He gave my mom a second life.,4.0,somshekar best gave mom second life,1,Clinical Care & Treatment Quality,3.631943292587271,0.368056707412729,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.5400431746592714,0.040002850647652306,0.33880969957615525,0.040729852985558535,0.040414422131362385,-0.01218499438721303,0.0005325459336684265,-0.0017507071516707738,0.0008221187889117632,-0.00034554422836476377,1,0,1,0,0,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],2.8
Staff are friendly and excellent in whatever service they render.,5.0,staff friendly excellent whatever service render,2,Overall Service & Facility Cleanliness,4.045957242851381,0.9540427571486187,2,Overall Service & Facility Cleanliness,Overall Service & Facility Cleanliness,Clinical Care & Treatment Quality,0.040689473496036015,0.8377873185415977,0.04015856461593791,0.041326832552885,0.04003781079354348,-0.0009180766083761121,0.01115321089734606,-0.00020750848149243297,0.000834168626633238,-0.0003423241928611739,0,1,0,0,0,Overall Service & Facility Cleanliness,0.0018635202856314432,3,Quick Win,Strengthen housekeeping SLA and hourly rounding; implement rapid-response cleaning for high-traffic areas.,"[{""kpi"": ""Cleanliness complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Room turnaround time (minutes)"", ""target"": ""< 30""}, {""kpi"": ""Hygiene audit score (%)"", ""target"": ""> 95%""}]",[],[],1.8000000000000003
This is an extremely expensive hospital which cannot be afforded without insurance.,3.0,extremely expensive hospital cannot afforded without insurance,5,Wait Time & Operational Efficiency,3.292369522030886,-0.29236952203088595,5,Wait Time & Operational Efficiency,Consultation & Positive Patient Experience,Wait Time & Operational Efficiency,0.040691231917174324,0.04030181774469697,0.3492102322518583,0.040430795808109904,0.5293659222781604,-0.0009181162836330286,0.0005365259928205642,-0.0018044490810172984,0.0008160824173926563,-0.004526090674800455,0,0,1,0,1,Wait Time & Operational Efficiency,0.00080939824976496,4,High Effort,Optimize appointment scheduling and triage workflow; add capacity buffers during peak hours.,"[{""kpi"": ""Avg waiting time (minutes)"", ""target"": ""< 15""}, {""kpi"": ""On-time appointment rate (%)"", ""target"": ""> 85%""}, {""kpi"": ""Patients leaving without being seen (%)"", ""target"": ""< 2%""}]",[],[],2.5999999999999996
In patient care was great during the first few days Nursing team was very fast to respond and very friendly.,4.0,patient care great first day nursing team fast respond friendly,4,Consultation & Positive Patient Experience,3.6894139678790587,0.31058603212094127,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.020626295783596385,0.020787608113097173,0.020381492072070854,0.9177052778971037,0.02049932613413197,-0.0004653911208315702,0.0002767391821355709,-0.00010531582766648411,0.018523581509371213,-0.00017526970466118311,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],3.2
Regular visits by the doctors Excellent house keeping.,5.0,regular visit doctor excellent house keeping,4,Consultation & Positive Patient Experience,3.7691612008758253,1.2308387991241747,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.2533441462972239,0.034191815141402494,0.033711028990677336,0.6453408105078869,0.03341219906280935,-0.005716204084261641,0.0004551853636302059,-0.00017419259135139937,0.013025993630720791,-0.00028567506187769756,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],2.6
The food takes a very long time to get delivered Food is again on the expensive side.,2.0,food take long time get delivered food expensive side,3,Emergency Service Failures,3.005859999001412,-1.0058599990014119,3,Emergency Service Failures,Consultation & Positive Patient Experience,Emergency Service Failures,0.15261002268913956,0.0334991921024662,0.7451051156024446,0.033887008282325964,0.034898661323623785,-0.0034433400090147664,0.00044596468117936067,-0.003850128423901486,0.0006839982019769787,-0.00029838434801414025,0,0,1,0,0,Emergency Service Failures,0.00034844655663559827,5,High Effort,Improve ER staffing and triage; standardize escalation protocols; implement real-time queue visibility.,"[{""kpi"": ""Door-to-provider time (minutes)"", ""target"": ""< 20""}, {""kpi"": ""ER complaint rate per 100 visits"", ""target"": ""< 3""}, {""kpi"": ""Escalations resolved within SLA (%)"", ""target"": ""> 90%""}]",[],[],2.8
A lot can improve in this place to make the experience great.,3.0,lot improve place make experience great,5,Wait Time & Operational Efficiency,3.2214630223780576,-0.2214630223780576,5,Wait Time & Operational Efficiency,Consultation & Positive Patient Experience,Wait Time & Operational Efficiency,0.035845021500761354,0.033912508866764814,0.03498833520514633,0.033816086639102814,0.8614380477882247,-0.0008087712358773518,0.0004514670431005888,-0.00018079272448614088,0.0006825666717562601,-0.0073653149001983815,0,0,0,0,1,Wait Time & Operational Efficiency,0.00080939824976496,4,High Effort,Optimize appointment scheduling and triage workflow; add capacity buffers during peak hours.,"[{""kpi"": ""Avg waiting time (minutes)"", ""target"": ""< 15""}, {""kpi"": ""On-time appointment rate (%)"", ""target"": ""> 85%""}, {""kpi"": ""Patients leaving without being seen (%)"", ""target"": ""< 2%""}]",[],[],2.5999999999999996
Itâ€™s been 7 months since the accident now and Iâ€™m back on my feet Thanks to Aster CMI for their good healthcare.,4.0,month since accident back foot thanks aster cmi good healthcare,4,Consultation & Positive Patient Experience,3.581299907974789,0.41870009202521086,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.03344493455531257,0.03382353255588645,0.03343332036835849,0.8659638186030822,0.0333343939173602,-0.000754618073072233,0.0004502825282026769,-0.0001727576074303887,0.017479197041143188,-0.0002850098261145918,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],3.2
The registration experience was quick and hassle free The diagnostic labs are good too.,4.0,registration experience quick hassle free diagnostic lab good,5,Wait Time & Operational Efficiency,3.779973179266313,0.22002682073368707,5,Wait Time & Operational Efficiency,Consultation & Positive Patient Experience,Wait Time & Operational Efficiency,0.028775889056236372,0.029136473390506804,0.0289247045300536,0.1722623408101541,0.740900592213049,-0.0006492703974242986,0.00038788511754382545,-0.00014946055896297226,0.003477059125456778,-0.006334716913657976,0,0,0,0,1,Wait Time & Operational Efficiency,0.00080939824976496,4,High Effort,Optimize appointment scheduling and triage workflow; add capacity buffers during peak hours.,"[{""kpi"": ""Avg waiting time (minutes)"", ""target"": ""< 15""}, {""kpi"": ""On-time appointment rate (%)"", ""target"": ""> 85%""}, {""kpi"": ""Patients leaving without being seen (%)"", ""target"": ""< 2%""}]",[],[],2.0
Overall it is a good and clean hospital which makes it one of the most favorite hospitals for locals and international patients.,5.0,overall good clean hospital make one favorite hospital local international patient,4,Consultation & Positive Patient Experience,4.073620318823964,0.9263796811760363,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.26784173524249777,0.022695517019644118,0.02275003181904971,0.6640330412975529,0.022679674621255454,-0.006043313190006268,0.0003021386002655631,-0.00011755461386191983,0.013403290208351654,-0.000193911733813561,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],2.6
The doctors are the best in the city along with great infrastructure makes this a preferred hospital for all.,4.0,doctor best city along great infrastructure make preferred hospital,3,Emergency Service Failures,3.6459344842627925,0.35406551573720746,3,Emergency Service Failures,Consultation & Positive Patient Experience,Emergency Service Failures,0.03411935129581527,0.033909376165883465,0.6405861000969523,0.03439889465297833,0.25698627778837074,-0.0007698349382846352,0.00045142533839483026,-0.003310054783270886,0.000694330461296706,-0.0021972385197066755,0,0,1,0,0,Emergency Service Failures,0.00034844655663559827,5,High Effort,Improve ER staffing and triage; standardize escalation protocols; implement real-time queue visibility.,"[{""kpi"": ""Door-to-provider time (minutes)"", ""target"": ""< 20""}, {""kpi"": ""ER complaint rate per 100 visits"", ""target"": ""< 3""}, {""kpi"": ""Escalations resolved within SLA (%)"", ""target"": ""> 90%""}]",[],[],1.6
Had a very good experience with the hospital doctor Dr Brinda Dr Lokesh and surgeon Dr Santosh nu neuro.,5.0,good experience hospital doctor brinda lokesh surgeon santosh neuro,4,Consultation & Positive Patient Experience,3.657684348489386,1.342315651510614,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Wait Time & Operational Efficiency,0.04128889548328289,0.04102110066560681,0.04137587665297916,0.6031945730699653,0.27311955412816574,-0.0009316013669378392,0.0005461015902713965,-0.00021379861100091242,0.012175285583924325,-0.002335178399329595,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],2.6
I was really happy and fully satisfied with the Pre Surgery preparations/ Surgery operations & post surgery care.,5.0,really happy fully satisfied pre surgery preparation surgery operation post surgery care,3,Emergency Service Failures,4.064757346137862,0.9352426538621383,2,Overall Service & Facility Cleanliness,Overall Service & Facility Cleanliness,Emergency Service Failures,0.020224760062622735,0.31541615386211785,0.6231912911233374,0.02046563190994985,0.02070216304197209,-0.00045633127018274676,0.00419904050419126,-0.003220171829771765,0.00041309210043276025,-0.00017700396483631792,0,1,1,0,0,Overall Service & Facility Cleanliness,0.0018635202856314432,3,Quick Win,Strengthen housekeeping SLA and hourly rounding; implement rapid-response cleaning for high-traffic areas.,"[{""kpi"": ""Cleanliness complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Room turnaround time (minutes)"", ""target"": ""< 30""}, {""kpi"": ""Hygiene audit score (%)"", ""target"": ""> 95%""}]",[],[],1.8000000000000003
My experience with the hospital was good overall.,5.0,experience hospital good overall,4,Consultation & Positive Patient Experience,3.7900214794173372,1.2099785205826628,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Wait Time & Operational Efficiency,0.04064673591923778,0.040482112653359645,0.04073758941886901,0.45246509296481724,0.4256684690437162,-0.0009171123204120282,0.0005389262047783355,-0.00021050043498359439,0.009132860223801343,-0.0036394750912639826,0,0,0,1,1,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],2.6
The hospital has good infrastructure and facilities.,4.0,hospital good infrastructure facility,4,Consultation & Positive Patient Experience,3.7119497623261295,0.2880502376738705,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.050799481241420884,0.05039575560574312,0.05075712656093418,0.7976535311689201,0.05039410542298178,-0.0011461887175790832,0.0006709035553085362,-0.00026227367333240273,0.01610037618471879,-0.0004308707474751609,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],3.2
When it comes to doctors they do have lots of well experienced and knowledgeable doctors.,4.0,come doctor lot well experienced knowledgeable doctor,3,Emergency Service Failures,3.5944357864292695,0.40556421357073047,3,Emergency Service Failures,Consultation & Positive Patient Experience,Emergency Service Failures,0.029504907474490177,0.029202306176550515,0.8837514819797095,0.02884260788424463,0.02869869648500516,-0.0006657192403157991,0.0003887615296480138,-0.004566545886192246,0.0005821786263569275,-0.000245374507638701,0,0,1,0,0,Emergency Service Failures,0.00034844655663559827,5,High Effort,Improve ER staffing and triage; standardize escalation protocols; implement real-time queue visibility.,"[{""kpi"": ""Door-to-provider time (minutes)"", ""target"": ""< 20""}, {""kpi"": ""ER complaint rate per 100 visits"", ""target"": ""< 3""}, {""kpi"": ""Escalations resolved within SLA (%)"", ""target"": ""> 90%""}]",[],[],1.6
Special mention to exceptional nursing and other medical & non medical staff who were very caring and checking on the kid every now and then.,5.0,special mention exceptional nursing medical non medical staff caring checking kid every,4,Consultation & Positive Patient Experience,4.019885962493053,0.9801140375069473,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.025056640154583715,0.02573468071261867,0.025051152058422076,0.897758741428116,0.026398785646259536,-0.0005653529828215145,0.0003425980735341588,-0.00012944502805302253,0.018120967180989454,-0.00022571021766075783,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],2.6
Especially Mr Rajesh took care of mother like anything Whenever whatever we asked he had helped and arranged Great job,4.0,especially rajesh took care mother like anything whenever whatever asked helped arranged great job,5,Wait Time & Operational Efficiency,3.642393793580217,0.35760620641978313,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.466503339559442,0.020190061609893038,0.020314554471881466,0.020524775283525757,0.4724672690752577,-0.010525715055531158,0.00026878422504358614,-0.00010496994578791381,0.0004142858901248964,-0.004039605895874618,1,0,0,0,1,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],2.8
I recently had a positive experience at Aster CMI Hospital.,5.0,recently positive experience aster cmi hospital,4,Consultation & Positive Patient Experience,3.997180762903316,1.0028192370966842,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.02903116025120012,0.02860024035366926,0.029496449204100696,0.8820367729623656,0.030835377228664265,-0.00065503008150847,0.0003807464082107879,-0.00015241489436433798,0.017803624378918585,-0.00026364317659132683,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],2.6
I am so glad that we got a kidney transplant done for my wife in Aster Hospital I can say the best hospital with superb service.,4.0,glad got kidney transplant done wife aster hospital say best hospital superb service,3,Emergency Service Failures,3.8416847367282685,0.1583152632717315,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Emergency Service Failures,0.018456123141259953,0.018374904604011342,0.7357609602516346,0.20915496309184928,0.018253048911244775,-0.0004164255145486342,0.00024461958510413757,-0.0038018450376246155,0.004221724665024535,-0.00015606398331861407,0,0,1,0,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],3.2
Overall the hospital has been following good maintanence and cleaning of the wards to ensure hygiene.,5.0,overall hospital following good maintanence cleaning ward ensure hygiene,4,Consultation & Positive Patient Experience,4.0115732345029835,0.9884267654970165,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.02877763954699712,0.028723091685333546,0.028794249279270778,0.8848169183672963,0.02888810112110227,-0.0006493098937481028,0.0003823818910842417,-0.00014878646686701337,0.017859740706520126,-0.0002469939215849441,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],2.6
Visited the medical oncology department The consultation process was smooth Staff were polite and helpful.,4.0,visited medical oncology department consultation process smooth staff polite helpful,1,Clinical Care & Treatment Quality,3.853425188565997,0.14657481143400286,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.48269517415477836,0.02014854349333305,0.02011492400410718,0.30443361771961847,0.17260774062816295,-0.010891051426622849,0.00026823150683001824,-0.00010393840953596755,0.006144893211188871,-0.0014758001079733178,1,0,0,1,0,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],2.8
Overall it was good treatment wise and the services Were also really good.,5.0,overall good treatment wise service also really good,4,Consultation & Positive Patient Experience,4.327713954189685,0.6722860458103153,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.02870834029777046,0.029436781736038656,0.029165100845359473,0.8837666668219764,0.028923110298855068,-0.0006477462947573412,0.0003918830323341572,-0.0001507027416660288,0.0178385417218639,-0.00024729325085094114,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],2.6
The entire Gynac department including fetal medicine OPD staff labor wards and nurses worked very efficiently and effectively throughout the time.,5.0,entire gynac department including fetal medicine opd staff labor ward nurse worked efficiently effectively throughout time,4,Consultation & Positive Patient Experience,3.8298026454894365,1.1701973545105635,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.276824093219999,0.023129432184290272,0.02274008029460782,0.6549787460841442,0.022327648216958658,-0.006245982137000823,0.00030791518250278266,-0.00011750319206073692,0.013220532214652622,-0.00019090190005071814,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],2.6
My wife was given a complimentary massage post delivery which speeded up her recovery and was very relaxing for her.,4.0,wife given complimentary massage post delivery speeded recovery relaxing,3,Emergency Service Failures,3.727096615681599,0.272903384318401,2,Overall Service & Facility Cleanliness,Overall Service & Facility Cleanliness,Emergency Service Failures,0.033334414827108624,0.42637880071899886,0.47224779540384826,0.03458570237199715,0.0334532866780471,-0.0007521244163961885,0.005676252888208839,-0.0024402122896969736,0.0006981011141339154,-0.00028602636192243233,0,1,1,0,0,Overall Service & Facility Cleanliness,0.0018635202856314432,3,Quick Win,Strengthen housekeeping SLA and hourly rounding; implement rapid-response cleaning for high-traffic areas.,"[{""kpi"": ""Cleanliness complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Room turnaround time (minutes)"", ""target"": ""< 30""}, {""kpi"": ""Hygiene audit score (%)"", ""target"": ""> 95%""}]",[],[],2.4000000000000004
